NOME, VERTICE, INTERMEDIACAO
CBMix14,12,0.0992908
CBMix14,13,0.0658888
CBMix14,14,0.0455273
CBMix14,15,0.11256
CBMix14,16,0.0583391
CBMix14,17,0.0244795
CBMix14,18,0.0503317
CBMix14,19,0.00343171
CBMix14,20,0.00960879
CBMix14,21,0.00183024
CBMix14,22,0.0478151
CBMix14,23,0.118737
CBMix14,24,0.112331
CBMix14,25,0.048959
CBMix14,26,0.153512
CBMix14,27,0.134752
CBMix14,28,0.0411805
CBMix14,29,0.0793869
CBMix14,30,0.0212766
CBMix14,31,0.0329444
CBMix14,32,0.0134981
CBMix14,33,0.0368337
CBMix14,34,0.0432395
CBMix14,35,0.119652
CBMix14,36,0.0308854
CBMix14,37,0.059483
CBMix14,38,0.00869366
CBMix14,39,0.052162
CBMix14,40,0.0649737
CBMix14,41,0.112789
CBMix14,42,0.0915122
CBMix14,43,0.0350034
CBMix14,44,0.130176
CBMix14,45,0.0434683
CBMix14,46,0.0576527
CBMix14,47,0.0251659
CBMix14,48,0.068863
CBMix14,49,0.0805308
CBMix14,50,0.0780142
CBMix14,51,0.129261
CBMix14,52,0.0235644
CBMix14,53,0.0315717
CBMix14,54,0.0725235
CBMix14,55,0.141386
CBMix14,56,0.132464
CBMix14,57,0.128803
CBMix14,58,0.166552
CBMix14,59,0.123084
CBMix14,60,0.116221
CBMix14,61,0.078243
CBMix14,62,0.144589
CBMix14,63,0.0384351
CBMix14,64,0.00732098
CBMix14,65,0.0118966
CBMix14,66,0.0434683
CBMix14,67,0.054221
CBMix14,68,0.0949439
CBMix14,69,0.0512469
CBMix14,70,0.0638298
CBMix14,71,0.05628
CBMix14,72,0.00983757
CBMix14,73,0.0368337
CBMix14,74,0.0722947
CBMix14,75,0.0878518
CBMix14,76,0.10501
CBMix14,77,0.12194
CBMix14,78,0.0503317
CBMix14,79,0.087623
CBMix14,80,0.0791581
CBMix14,81,0.119195
CBMix14,82,0.0464425
CBMix14,83,0.0327156
CBMix14,84,0.0169298
CBMix14,85,0.00160146
CBMix14,86,0.0130405
CBMix14,87,0.00343171
CBMix14,88,0.0169298
CBMix14,89,0.0221917
CBMix14,90,0.0148707
CBMix14,91,0.0228781
CBMix14,92,0.0169298
CBMix14,93,0.00388927
CBMix14,94,0.000228781
CBMix15,1,0
CBMix15,2,0.0188537
CBMix15,3,0.0550528
CBMix15,4,0.0248869
CBMix15,5,0.0625943
CBMix15,6,0.0399698
CBMix15,7,0
CBMix15,8,0.0180995
CBMix15,9,0.0754148
CBMix15,10,0.0957768
CBMix15,11,0.125189
CBMix15,12,0.102564
CBMix15,13,0.0512821
CBMix15,14,0.0105581
CBMix15,15,0.0339367
CBMix15,16,0.0603318
CBMix15,17,0.129713
CBMix15,18,0.0301659
CBMix15,19,0.0942685
CBMix15,20,0.139517
CBMix15,21,0.211161
CBMix15,22,0.113122
CBMix15,23,0.0429864
CBMix15,24,0.0331825
CBMix15,25,0.0452489
CBMix15,26,0.100302
CBMix15,27,0.100302
CBMix15,28,0.116893
CBMix15,29,0.217949
CBMix15,30,0.165913
CBMix15,31,0.0995475
CBMix15,32,0.0625943
CBMix15,33,0.0444947
CBMix15,34,0.11991
CBMix15,35,0.187029
CBMix15,36,0.135747
CBMix15,37,0.190045
CBMix15,38,0.0490196
CBMix15,39,0.0377074
CBMix15,40,0.0784314
CBMix15,41,0.00527903
CBMix15,42,0.0316742
CBMix15,43,0.0618401
CBMix15,44,0.0505279
CBMix15,45,0.00452489
CBMix15,46,0.00904977
CBMix15,47,0.0437406
CBMix15,48,0.0588235
CBMix15,49,0.061086
CBMix15,50,0.0535445
CBMix15,51,0.0603318
CBMix15,52,0
CBMix16,1,0.0567404
CBMix16,2,0.0567404
CBMix16,3,0.0519115
CBMix16,4,0.0710262
CBMix16,5,0.120322
CBMix16,6,0.129376
CBMix16,7,0.094165
CBMix16,8,0.102616
CBMix16,9,0.137223
CBMix16,10,0.142857
CBMix16,11,0.154527
CBMix16,12,0.154527
CBMix16,13,0.044668
CBMix16,14,0.044668
CBMix16,15,0.00684105
CBMix16,16,0.120121
CBMix16,17,0.120121
CBMix16,18,0.10503
CBMix16,19,0.0118712
CBMix16,20,0.173642
CBMix16,21,0.181489
CBMix16,22,0.155936
CBMix16,23,0.0217304
CBMix16,24,0.0313883
CBMix16,25,0.175252
CBMix16,26,0.187123
CBMix16,27,0.261972
CBMix16,28,0.261972
CBMix16,29,0.114889
CBMix16,30,0.082495
CBMix16,31,0.0257545
CBMix16,32,0.0492958
CBMix16,33,0.0327968
CBMix16,34,0.171026
CBMix16,35,0.128571
CBMix16,36,0.0474849
CBMix16,37,0.0551308
CBMix16,38,0.0633803
CBMix16,39,0.273441
CBMix16,40,0.249899
CBMix16,41,0.350704
CBMix16,42,0.180282
CBMix16,43,0.160765
CBMix16,44,0.137022
CBMix16,45,0.113883
CBMix16,46,0.0402414
CBMix16,47,0.021328
CBMix16,48,0.0861167
CBMix16,49,0.0923541
CBMix16,50,0.146278
CBMix16,51,0.187726
CBMix16,52,0.262374
CBMix16,53,0.192153
CBMix16,54,0.178873
CBMix16,55,0.0227364
CBMix16,56,0.174044
CBMix16,57,0.0591549
CBMix16,58,0.0189135
CBMix16,59,0.00241449
CBMix16,60,0.016499
CBMix16,61,0.02334
CBMix16,62,0.0726358
CBMix16,63,0.184708
CBMix16,64,0.00321932
CBMix16,65,0.0460765
CBMix16,66,0.0171026
CBMix16,67,0.0227364
CBMix16,68,0.0100604
CBMix16,69,0.0533199
CBMix16,70,0.0450704
CBMix16,71,0.00241449
CBMix17,1,0.00638792
CBMix17,2,0.0214866
CBMix17,3,0.0226481
CBMix17,4,0.0923345
CBMix17,5,0.0656214
CBMix17,6,0
CBMix17,7,0.0423926
CBMix17,8,0.0876887
CBMix17,9,0.0481998
CBMix17,10,0.126016
CBMix17,11,0.0766551
CBMix17,12,0.0261324
CBMix17,13,0.0429733
CBMix17,14,0.136469
CBMix17,15,0.259582
CBMix17,16,0.197445
CBMix17,17,0.111498
CBMix17,18,0.0696864
CBMix17,19,0.0191638
CBMix17,20,0.0934959
CBMix17,21,0.261324
CBMix17,22,0.130662
CBMix17,23,0.0452962
CBMix17,24,0.0714286
CBMix17,25,0.054007
CBMix17,26,0.213124
CBMix17,27,0.265389
CBMix17,28,0.181185
CBMix17,29,0.0481998
CBMix17,30,0.0749129
CBMix17,31,0.0139373
CBMix17,32,0.0836237
CBMix17,33,0.068525
CBMix17,34,0.119628
CBMix17,35,0.0795587
CBMix17,36,0.0412311
CBMix17,37,0
CBMix17,38,0.0464576
CBMix17,39,0.029036
CBMix17,40,0.0116144
CBMix17,41,0.0197445
CBMix17,42,0.00522648
CBMix18,1,0.018936
CBMix18,2,0.018936
CBMix18,3,0.0104627
CBMix18,4,0.00618921
CBMix18,5,0.0246095
CBMix18,6,0.0246095
CBMix18,7,0.0682287
CBMix18,8,0.0682287
CBMix18,9,0.0617448
CBMix18,10,0.079723
CBMix18,11,0.0803861
CBMix18,12,0.0808282
CBMix18,13,0.0808282
CBMix18,14,0.110153
CBMix18,15,0.110153
CBMix18,16,0.110227
CBMix18,17,0.105953
CBMix18,18,0.107427
CBMix18,19,0.0955644
CBMix18,20,0.131668
CBMix18,21,0.0281462
CBMix18,22,0.0244621
CBMix18,23,0.0424403
CBMix18,24,0.0141468
CBMix18,25,0.0786177
CBMix18,26,0.0808282
CBMix18,27,0.0826702
CBMix18,28,0.0391247
CBMix18,29,0.057766
CBMix18,30,0.0724285
CBMix18,31,0.0880489
CBMix18,32,0.0834807
CBMix18,33,0.156204
CBMix18,34,0.0585028
CBMix18,35,0.0873858
CBMix18,36,0.114206
CBMix18,37,0.085249
CBMix18,38,0.0741969
CBMix18,39,0.00316829
CBMix18,40,0.095196
CBMix18,41,0.0516505
CBMix18,42,0.0264515
CBMix18,43,0.0488506
CBMix18,44,0.0814176
CBMix18,45,0.0621132
CBMix18,46,0.142352
CBMix18,47,0.11008
CBMix18,48,0.136163
CBMix18,49,0.144268
CBMix18,50,0.204833
CBMix18,51,0.129752
CBMix18,52,0.0130416
CBMix18,53,0.140731
CBMix18,54,0.140731
CBMix18,55,0.0752284
CBMix18,56,0.146331
CBMix18,57,0.146331
CBMix18,58,0.0765547
CBMix18,59,0.192676
CBMix18,60,0.154583
CBMix18,61,0.0904067
CBMix18,62,0.0402299
CBMix18,63,0.114869
CBMix18,64,0.114869
CBMix18,65,0.010389
CBMix18,66,0.0755231
CBMix18,67,0.0755231
CBMix18,68,0.0215149
CBMix18,69,0.0826702
CBMix18,70,0.14331
CBMix18,71,0.100133
CBMix18,72,0.211538
CBMix18,73,0.173593
CBMix18,74,0.124668
CBMix18,75,0.0932066
CBMix18,76,0.107943
CBMix18,77,0.107943
CBMix18,78,0.00965223
CBMix18,79,0.0391983
CBMix18,80,0.115827
CBMix18,81,0.0920277
CBMix18,82,0.0701444
CBMix18,83,0.12931
CBMix18,84,0.102638
CBMix18,85,0.0979222
CBMix18,86,0.0328618
CBMix18,87,0.0503242
CBMix18,88,0.0894489
CBMix18,89,0.10529
CBMix18,90,0.114869
CBMix18,91,0.0775862
CBMix18,92,0.0471559
CBMix18,93,0.123784
CBMix18,94,0.110816
CBMix18,95,0.0843649
CBMix18,96,0.0793546
CBMix18,97,0.0787651
CBMix18,98,0.0787651
CBMix18,99,0.0366932
CBMix18,100,0.0434719
CBMix18,101,0.0915856
CBMix18,102,0.106764
CBMix18,103,0.0872384
CBMix18,104,0.0872384
CBMix18,105,0.0379458
CBMix18,106,0.0379458
CBMix18,107,0.0249779
CBMix18,108,0.0181992
CBMix18,109,0.0146625
CBMix18,110,0.0407457
CBMix18,111,0.0407457
CBMix18,112,0.0257884
CBMix18,113,0.0303566
CBMix18,114,0.0393457
CBMix18,115,0.0393457
CBMix18,116,0.0102417
CBMix18,117,0.0102417
CBMix19,1,0.0105397
CBMix19,2,0.0105397
CBMix19,3,0.0088254
CBMix19,4,0.0291429
CBMix19,5,0.0303492
CBMix19,6,0.0326349
CBMix19,7,0.091619
CBMix19,8,0.0906667
CBMix19,9,0.0888254
CBMix19,10,0.0389206
CBMix19,11,0.0358095
CBMix19,12,0.0130159
CBMix19,13,0.0330159
CBMix19,14,0.0415238
CBMix19,15,0.0702857
CBMix19,16,0.0359365
CBMix19,17,0.0427302
CBMix19,18,0.0429206
CBMix19,19,0.0992381
CBMix19,20,0.00946032
CBMix19,21,0.0736508
CBMix19,22,0.0335238
CBMix19,23,0.0220952
CBMix19,24,0.00546032
CBMix19,25,0.129143
CBMix19,26,0.0511746
CBMix19,27,0.0502222
CBMix19,28,0.0252698
CBMix19,29,0.0952381
CBMix19,30,0.0446984
CBMix19,31,0.138032
CBMix19,32,0.105841
CBMix19,33,0.0198095
CBMix19,34,0.0071746
CBMix19,35,0.0949206
CBMix19,36,0.0950476
CBMix19,37,0.0796825
CBMix19,38,0.0135238
CBMix19,39,0.0304127
CBMix19,40,0.113651
CBMix19,41,0.0252063
CBMix19,42,0.0115556
CBMix19,43,0.0954286
CBMix19,44,0.11873
CBMix19,45,0.12946
CBMix19,46,0.120952
CBMix19,47,0.166857
CBMix19,48,0.111492
CBMix19,49,0.166222
CBMix19,50,0.204254
CBMix19,51,0.124698
CBMix19,52,0.0743492
CBMix19,53,0.0262857
CBMix19,54,0.0138413
CBMix19,55,0.0415238
CBMix19,56,0.0470476
CBMix19,57,0.12
CBMix19,58,0.163556
CBMix19,59,0.0552381
CBMix19,60,0.10927
CBMix19,61,0.071746
CBMix19,62,0.0777778
CBMix19,63,0.0215873
CBMix19,64,0.0262857
CBMix19,65,0.0262857
CBMix19,66,0.0386032
CBMix19,67,0.101651
CBMix19,68,0.249587
CBMix19,69,0.0728254
CBMix19,70,0.0892063
CBMix19,71,0.128254
CBMix19,72,0.101206
CBMix19,73,0.0995556
CBMix19,74,0.0871111
CBMix19,75,0.0498413
CBMix19,76,0.0219048
CBMix19,77,0.0290159
